ROWNUM;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;GLOBALID;
207;"Ботанический сад, вход 2 в южный вестибюль";"37.63757791";"55.84393001";"Ботанический сад";"Калужско-Рижская линия";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:30, по 2 пути в 05:32:15; последний поезд по 1 пути в 01:51:25, по 2 пути в 01:10:25";"открытие в 05:23:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:25, по 2 пути в 05:32:15; последний поезд по 1 пути в 01:51:25, по 2 пути в 01:10:25";"";"3";"3";"02.2014-11.2014";"85311864";
208;"Братиславская, вход 1 в северный вестибюль";"37.75184403";"55.66017454";"Братиславская";"Люблинско-Дмитровская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:40, по 2 пути в 05:53:50; последний поезд по 1 пути в 01:37:50, по 2 пути в 01:12:50";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:35, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:37:50, по 2 пути в 01:12:50";"";"2";"2";"";"85311871";
209;"Братиславская, вход 2 в северный вестибюль";"37.75267635";"55.66008072";"Братиславская";"Люблинско-Дмитровская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:40, по 2 пути в 05:53:50; последний поезд по 1 пути в 01:37:50, по 2 пути в 01:12:50";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:35, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:37:50, по 2 пути в 01:12:50";"";"2";"2";"";"85311870";
210;"Бульвар адмирала Ушакова, вход в вестибюль";"37.54428498";"55.54588588";"Бульвар адмирала Ушакова";"Бутовская линия Лёгкого метро";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:10, по 2 пути в 05:47:45; последний поезд по 1 пути в 01:07:35, по 2 пути в 01:11:45";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:10, по 2 пути в 05:47:45; последний поезд по 1 пути в 01:07:35, по 2 пути в 01:11:45";"";"2";"2";"";"85311872";
211;"Бульвар Дмитрия Донского, вход 1 в северный вестибюль";"37.57644945";"55.57033056";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:00:30";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:20, по 2 пути в 01:03:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 02:00:30";"";"6";"6";"";"85311873";
212;"Бульвар Дмитрия Донского, вход 2 в северный вестибюль";"37.5772271";"55.57026073";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:00:30";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:20, по 2 пути в 01:03:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 02:00:30";"";"6";"6";"";"85311874";
213;"Бульвар Дмитрия Донского, вход 1 в южный вестибюль";"37.575442";"55.56884159";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:00:30";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:20, по 2 пути в 01:03:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 02:00:30";"";"6";"6";"";"85312377";
214;"Бульвар Дмитрия Донского, вход 2 в южный вестибюль";"37.57617723";"55.56877444";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:00:30";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:20, по 2 пути в 01:03:00; последний поезд по 1 пути в 02:00:30, по 2 пути в 02:00:30";"";"6";"6";"";"85312378";
215;"Бунинская аллея, вход в вестибюль";"37.51551416";"55.53792753";"Бунинская аллея";"Бутовская линия Лёгкого метро";"открытие в 05:48:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:35, по 2 пути в 05:52:05; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:16:05";"открытие в 05:48:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:35, по 2 пути в 05:52:05; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:16:05";"";"3";"3";"";"85311875";
216;"Варшавская, вход 1 в северный вестибюль";"37.62292398";"55.65374394";"Варшавская";"Каховская линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:05, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:09:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:34:05, по 2 пути в 05:53:50; последний поезд по 1 пути в 01:05:20, по 2 пути в 01:09:30";"";"4";"4";"";"85311879";
